kabupaten_id,bencana_id,tanggal,korban_meninggal,korban_hilang,korban_luka,korban_mengungsi
3002,1,10/1/2011,0,0,0,0
3003,1,28/2/2016,0,0,0,74
3003,1,10/12/2015,0,0,0,0
3003,1,16/1/2014,0,0,0,238
3003,1,15/1/2014,0,0,0,0
3003,1,12/1/2014,0,0,0,0
3003,1,13/11/2013,0,0,0,700
3003,1,16/1/2013,2,0,0,0
3003,1,6/1/2013,0,0,0,3348
3003,1,8/12/2012,0,0,0,10
3003,1,13/1/2012,0,0,0,0
3004,1,24/7/2016,0,0,1,0
3004,1,16/12/2015,0,0,0,0
3004,1,26/4/2015,0,0,0,0
3004,1,2/3/2015,0,0,0,0
3004,1,10/2/2015,0,0,0,0
3004,1,29/1/2014,0,0,0,0
3004,1,6/1/2013,0,0,0,5351
3004,1,1/5/2012,0,0,0,0
3004,1,1/4/2012,0,0,0,0
3004,1,13/1/2012,0,0,1,1478
3004,1,18/12/2011,0,0,0,0
3071,1,28/2/2016,0,0,0,0
3071,1,9/2/2015,0,0,0,0
3071,1,22/2/2014,0,0,0,4600
3071,1,22/2/2014,0,0,0,4600
3071,1,29/1/2014,1,0,0,2000
3071,1,1/1/2013,0,0,0,0
3072,1,15/8/2016,0,0,0,0
3072,1,15/1/2015,0,0,0,0
3072,1,4/1/2015,0,0,0,0
3072,1,16/5/2014,0,0,0,0
3072,1,12/3/2014,0,0,0,0
3072,1,13/7/2013,1,0,0,0
3072,1,12/2/2012,0,0,0,1145
3072,1,13/1/2012,0,0,0,0
3073,1,9/2/2015,0,0,0,0
3073,1,22/1/2014,0,0,0,0
3073,1,16/12/2013,0,0,0,2500
3073,1,6/1/2013,0,0,1,448
3073,1,13/1/2012,0,0,0,0
3074,1,9/2/2015,0,0,0,0
3074,1,12/6/2014,0,0,0,0
3074,1,22/2/2014,0,0,0,0
3074,1,22/2/2014,0,0,0,0
3074,1,2/4/2012,0,0,0,143
5101,1,28/6/2016,0,0,0,0
5101,1,1/1/2013,0,0,0,0
5101,1,1/2/2012,0,0,0,0
5102,1,14/7/2014,0,0,0,0
5103,1,26/9/2016,0,0,0,0
5104,1,23/2/2011,1,0,0,0
5107,1,9/3/2016,0,0,0,0
5107,1,6/1/2011,0,0,0,0
5108,1,23/1/2016,0,0,1,490
5108,1,24/1/2014,1,0,0,62
5108,1,23/1/2014,2,0,0,62
5108,1,3/3/2013,0,0,0,0
5108,1,2/3/2013,0,0,0,0
5108,1,1/3/2013,0,0,0,0
5108,1,19/2/2013,0,0,0,0
5108,1,27/12/2012,0,0,0,0
5108,1,24/11/2012,0,0,0,0
5108,1,13/3/2012,0,0,0,0
5108,1,1/1/2012,0,0,0,0
5108,1,11/4/2011,0,0,0,0
5108,1,6/3/2011,0,0,0,0
5108,1,22/2/2011,0,0,0,0
5108,1,2/1/2011,2,0,0,50
5171,1,2/1/2014,0,0,0,0
5171,1,8/11/2011,0,1,0,0
5201,1,24/9/2016,0,0,0,0
5201,1,12/12/2015,0,0,0,600
5201,1,2/5/2015,0,0,0,0
5201,1,8/1/2013,1,0,0,0
5201,1,12/1/2011,2,0,0,0
5201,1,19/12/2015,0,0,0,0
5202,1,24/9/2016,0,0,0,93
5202,1,1/3/2016,0,0,0,0
5202,1,1/1/2012,0,0,0,0
5202,1,27/3/2011,0,0,0,0
5203,1,1/3/2016,0,0,0,0
5203,1,16/2/2016,1,0,0,0
5203,1,20/1/2014,0,0,0,912
5203,1,14/1/2013,0,0,0,0
5203,1,12/1/2013,0,0,0,0
5203,1,6/1/2013,0,0,0,0
5203,1,2/1/2013,0,0,0,0
5203,1,28/12/2012,0,0,0,0
5203,1,11/12/2012,0,0,0,34
5203,1,14/3/2012,0,0,0,1139
5204,1,13/4/2016,1,0,0,0
5204,1,11/4/2016,0,0,0,0
5204,1,12/3/2016,0,0,0,0
5204,1,25/4/2015,0,0,0,0
5204,1,7/3/2015,0,0,0,0
5204,1,20/2/2015,0,0,0,0
5204,1,24/12/2013,0,0,0,0
5204,1,13/12/2013,0,0,0,0
5204,1,10/6/2013,0,0,0,0
5204,1,9/6/2013,0,0,0,0
5204,1,20/3/2013,0,0,0,0
5204,1,16/3/2013,0,0,0,0
5204,1,1/3/2013,0,0,0,0
5204,1,19/2/2013,0,0,0,0
5204,1,8/1/2013,1,0,0,0
5204,1,3/1/2013,0,0,0,0
5204,1,2/1/2013,0,0,0,0
5204,1,1/4/2012,0,0,0,0
5204,1,1/3/2012,0,0,0,0
5204,1,1/2/2012,0,0,0,0
5204,1,29/1/2012,0,0,0,0
5204,1,6/5/2011,1,0,0,687
5204,1,15/4/2011,0,0,0,0
5204,1,27/3/2011,0,0,0,256
5204,1,6/3/2011,0,0,0,0
5204,1,1/2/2011,0,0,0,0
5204,1,1/1/2011,1,0,36,447
5205,1,13/4/2016,0,0,0,0
5205,1,31/1/2015,0,0,0,0
5205,1,6/12/2014,0,0,0,0
5205,1,7/1/2013,0,0,0,0
5205,1,24/12/2012,0,0,0,3320
5205,1,23/12/2012,0,0,0,0
5205,1,27/3/2011,0,0,0,0
5206,1,18/7/2016,0,0,0,0
5206,1,13/3/2016,0,0,0,0
5206,1,1/3/2016,1,0,0,0
5206,1,4/2/2016,0,0,0,0
5206,1,30/1/2016,0,0,0,0
5206,1,26/5/2012,0,2,0,0
5206,1,31/3/2012,2,0,0,0
5206,1,6/3/2012,0,0,0,0
5206,1,1/2/2012,0,0,0,0
5206,1,1/1/2012,0,0,0,0
5206,1,6/5/2011,0,0,0,0
5206,1,23/4/2011,2,0,0,173
5206,1,1/3/2011,0,0,0,0
5206,1,9/2/2011,0,0,0,0
5206,1,3/2/2011,6,0,0,0
5207,1,8/4/2016,0,0,0,0
5207,1,16/12/2013,0,0,0,500
5207,1,2/1/2013,0,0,0,0
5207,1,26/12/2012,0,0,0,0
5207,1,1/5/2011,0,0,0,0
5207,1,2/1/2011,0,0,0,0
5208,1,27/12/2014,0,0,0,200
5208,1,1/3/2012,0,0,0,0
5208,1,1/2/2012,0,0,0,0
5208,1,1/1/2012,0,0,0,0
5271,1,16/1/2016,0,0,0,0
5271,1,2/5/2015,0,0,0,2500
5271,1,15/3/2012,0,0,0,3788
5272,1,30/1/2015,0,0,0,0
5272,1,23/12/2014,0,1,0,0
5272,1,25/12/2013,0,0,0,0
5302,1,12/1/2011,0,0,0,0
5302,1,20/12/2015,0,2,0,0
5302,1,22/6/2013,1,0,0,0
5302,1,28/2/2013,0,0,0,168
5302,1,26/2/2013,0,0,0,168
5302,1,15/12/2011,0,0,0,0
5302,1,31/3/2011,0,0,0,2
5303,1,24/1/2015,0,0,0,1190
5303,1,13/1/2013,0,0,0,0
5303,1,7/1/2013,0,0,0,0
5303,1,1/4/2011,0,0,0,0
5304,1,15/12/2014,0,0,0,0
5304,1,1/1/2013,0,0,0,0
5304,1,10/3/2012,1,0,0,0
5304,1,18/4/2011,0,0,0,0
5305,1,10/2/2016,1,0,2,0
5305,1,9/2/2016,1,0,2,0
5306,1,22/6/2013,0,0,0,0
5306,1,28/5/2013,0,0,0,0
5306,1,3/3/2013,0,0,0,400
5306,1,28/2/2013,0,0,0,0
5306,1,20/2/2013,0,0,0,0
5306,1,18/2/2013,0,0,0,0
5306,1,2/1/2013,0,0,0,0
5306,1,4/1/2012,0,0,0,0
5306,1,22/12/2011,0,0,0,0
5306,1,20/12/2011,0,0,0,0
5306,1,10/12/2011,0,0,0,900
5306,1,1/5/2011,0,0,0,0
5306,1,6/4/2011,0,0,0,0
5307,1,17/4/2015,1,0,0,0
5307,1,18/1/2014,0,0,0,0
5307,1,16/1/2014,0,0,0,0
5307,1,5/1/2014,0,0,0,0
5307,1,13/3/2013,0,0,0,0
5307,1,3/3/2013,0,0,0,0
5307,1,2/3/2013,0,0,0,0
5307,1,19/1/2013,0,0,0,0
5307,1,5/1/2013,0,0,0,0
5308,1,28/2/2013,0,0,0,0
5309,1,23/1/2015,0,0,0,0
5309,1,12/3/2012,0,0,1,0
5309,1,16/1/2011,0,0,2,1
5310,1,12/2/2014,0,0,0,22
5310,1,10/12/2013,0,0,0,0
5310,1,1/3/2012,0,0,0,0
5310,1,18/12/2011,0,2,0,0
5310,1,1/4/2011,0,0,0,0
5310,1,1/3/2011,0,0,0,0
5310,1,1/2/2011,0,0,0,0
5311,1,3/8/2016,0,0,0,231
5311,1,10/3/2016,0,0,0,0
5311,1,29/1/2016,0,0,0,825
5311,1,1/1/2013,0,0,0,0
5314,1,9/1/2015,0,0,0,85
5314,1,31/12/2014,1,0,0,0
5317,1,5/1/2014,0,0,0,46
5317,1,1/1/2014,0,0,0,46
5319,1,31/1/2016,1,0,0,0
5321,1,14/7/2016,0,0,0,0
5321,1,2/1/2015,0,0,0,0
5371,1,24/1/2015,0,0,0,0
5371,1,14/4/2011,0,0,0,0
5371,1,12/4/2011,0,0,0,0
5371,1,14/1/2011,0,0,0,0
5399,1,17/12/2014,0,0,0,0
5399,1,19/3/2014,0,0,0,0
5399,1,20/6/2013,2,0,0,1354
5399,1,9/6/2013,0,0,0,0
6101,1,20/2/2016,0,0,0,0
6101,1,8/2/2016,0,0,0,100
6101,1,1/2/2012,0,0,0,0
6101,1,1/1/2012,0,0,0,0
6102,1,21/2/2016,0,0,0,0
6102,1,19/2/2016,0,0,0,0
6102,1,13/2/2016,0,0,0,0
6102,1,8/2/2016,0,0,0,0
6102,1,18/1/2015,0,0,0,1240
6103,1,8/5/2016,0,0,0,40
6103,1,11/2/2016,0,0,0,0
6103,1,23/5/2015,0,0,0,0
6103,1,18/1/2015,0,0,0,51
6103,1,3/12/2013,1,1,0,20
6103,1,9/1/2012,0,0,0,1050
6104,1,28/1/2015,0,0,0,0
6104,1,5/12/2013,0,0,0,4140
6105,1,13/3/2016,0,0,0,0
6105,1,21/2/2016,0,0,0,0
6105,1,21/1/2015,0,0,0,0
6105,1,17/1/2015,0,0,0,0
6105,1,9/12/2011,0,0,0,0
6107,1,2/11/2012,0,0,0,1105
6109,1,14/5/2016,1,0,0,500
6109,1,4/3/2016,0,0,0,0
6109,1,3/9/2013,0,0,0,12
6110,1,4/4/2014,0,0,0,0
6110,1,3/4/2014,0,0,0,160
6110,1,10/12/2013,0,0,0,141
6110,1,10/5/2013,0,0,0,0
6112,1,6/5/2013,0,0,0,0
6171,1,23/8/2014,0,0,0,0
6171,1,1/1/2013,0,0,0,0
6172,1,19/5/2016,0,0,0,0
6172,1,5/3/2016,0,0,0,141
6172,1,14/6/2015,0,0,0,136
6172,1,3/2/2015,0,0,0,0
6172,1,21/1/2015,0,0,0,364
6172,1,24/12/2013,0,0,0,453
6172,1,1/2/2012,0,0,0,0
6172,1,2/1/2012,0,0,0,92
6172,1,1/2/2011,0,0,0,0
6172,1,10/1/2011,1,0,0,0
6201,1,9/1/2016,0,0,0,0
6201,1,1/1/2013,0,0,0,0
6201,1,1/12/2012,0,0,0,0
6201,1,1/1/2012,0,0,0,0
6201,1,1/4/2011,0,0,0,0
6202,1,12/6/2015,0,0,0,0
6202,1,14/4/2015,0,0,0,0
6202,1,14/6/2014,0,0,0,0
6202,1,28/5/2014,0,0,0,0
6202,1,12/5/2014,0,0,0,0
6202,1,4/9/2013,0,0,0,0
6203,1,1/1/2013,0,0,0,0
6204,1,24/3/2016,0,0,0,0
6204,1,1/1/2013,0,0,0,0
6204,1,1/7/2012,0,0,0,0
6205,1,3/4/2016,0,0,0,256
6205,1,24/3/2016,0,0,0,0
6205,1,10/2/2015,0,0,0,0
6205,1,7/2/2015,0,0,0,0
6205,1,24/12/2014,0,0,0,0
6205,1,7/4/2014,0,0,0,0
6205,1,9/1/2014,0,0,0,0
6205,1,18/11/2013,0,0,0,2000
6205,1,6/1/2013,0,0,0,0
6205,1,3/12/2012,0,0,0,0
6205,1,1/11/2012,0,0,0,0
6207,1,2/3/2016,0,0,0,0
6207,1,6/1/2016,0,0,0,433
6207,1,10/9/2013,0,0,0,0
6207,1,1/11/2012,0,0,0,0
6208,1,1/1/2013,0,0,0,0
6208,1,1/11/2012,0,0,0,0
6208,1,1/3/2012,0,0,0,0
6209,1,23/9/2013,0,0,0,0
6211,1,1/1/2013,0,0,0,0
6211,1,16/9/2011,0,0,0,0
6211,1,11/3/2011,0,0,0,0
6271,1,3/6/2016,0,0,0,0
6271,1,17/12/2013,1,0,0,0
6299,1,24/12/2014,0,0,0,0
6301,1,20/12/2013,0,0,0,0
6301,1,19/7/2012,0,0,0,1456
6301,1,11/7/2012,0,0,0,0
6301,1,1/2/2012,0,0,0,0
6301,1,1/1/2012,0,0,0,0
6301,1,1/5/2011,0,0,0,0
6302,1,8/11/2013,0,0,0,0
6302,1,10/5/2016,3,0,0,0
6302,1,17/3/2014,0,0,0,0
6302,1,2/9/2013,0,0,0,0
6302,1,11/7/2012,0,0,0,0
6302,1,3/3/2012,5,0,1,0
6303,1,26/1/2015,0,0,0,0
6303,1,27/12/2014,0,0,0,0
6303,1,22/3/2014,0,0,0,0
6303,1,7/4/2013,0,0,0,0
6303,1,31/1/2013,0,0,0,0
6303,1,14/1/2013,0,0,0,0
6303,1,9/1/2013,0,0,0,0
6303,1,4/1/2012,0,0,0,0
6303,1,27/12/2011,0,0,0,35
6303,1,3/5/2011,0,0,0,0
6303,1,1/4/2011,0,0,0,0
6304,1,5/4/2016,0,0,0,0
6304,1,1/1/2013,0,0,0,0
6304,1,10/1/2012,0,0,0,0
6305,1,7/5/2015,0,0,0,0
6305,1,7/4/2013,0,0,0,0
6306,1,10/2/2016,0,0,0,0
6306,1,9/1/2014,0,0,0,0
6306,1,7/4/2013,0,0,0,0
6307,1,28/8/2016,0,0,0,0
6307,1,28/12/2014,0,0,0,0
6307,1,12/6/2013,1,0,0,0
6307,1,7/4/2013,0,0,0,0
6307,1,4/4/2012,1,0,0,0
6308,1,7/4/2013,0,0,0,0
6308,1,1/7/2012,0,0,0,0
6309,1,5/3/2016,0,0,0,0
6309,1,24/3/2016,0,0,0,0
6309,1,17/7/2013,0,0,0,0
6309,1,7/4/2013,0,0,0,0
6309,1,19/3/2013,0,0,0,0
6309,1,1/7/2012,0,0,0,0
6310,1,5/3/2016,0,0,1,0
6310,1,9/8/2014,2,0,0,618
6310,1,2/8/2013,2,0,0,590
6310,1,11/7/2012,0,0,0,0
6310,1,17/6/2012,0,0,0,0
6310,1,15/7/2011,0,0,0,225
6310,1,1/5/2011,0,0,0,0
6310,1,29/4/2011,1,0,0,0
6311,1,10/5/2016,0,0,0,0
6311,1,10/5/2016,0,0,0,0
6311,1,25/3/2016,0,0,0,0
6311,1,7/4/2013,0,0,0,0
6311,1,10/1/2012,0,0,0,0
6371,1,28/8/2016,0,0,0,0
6372,1,10/1/2014,0,0,0,0
6372,1,1/2/2012,0,0,0,0
6401,1,27/5/2016,0,0,0,0
6401,1,24/5/2016,0,0,0,0
6401,1,19/5/2016,0,0,0,336
6401,1,23/3/2016,0,0,0,0
6401,1,3/3/2016,0,0,0,0
6401,1,2/3/2016,0,0,0,0
6401,1,29/2/2016,0,0,0,0
6401,1,23/4/2015,2,0,0,0
6401,1,29/3/2014,0,0,0,0
6401,1,27/3/2014,0,0,0,0
6401,1,13/1/2014,0,0,1,0
6401,1,26/4/2013,0,0,0,0
6401,1,10/4/2013,1,0,0,0
6401,1,5/4/2013,0,0,0,0
6401,1,5/4/2013,0,0,0,0
6401,1,5/4/2013,0,0,0,0
6401,1,5/4/2013,0,0,0,0
6401,1,5/4/2013,0,0,0,0
6401,1,5/4/2013,0,0,0,0
6401,1,5/4/2013,0,0,0,0
6401,1,5/4/2013,0,0,0,0
6401,1,5/4/2013,0,0,0,0
6401,1,5/4/2013,0,0,0,0
6401,1,5/4/2013,0,0,0,0
6401,1,5/4/2013,0,0,0,0
6401,1,1/4/2013,0,0,0,0
6401,1,1/4/2013,0,0,0,0
6401,1,1/4/2012,0,0,0,0
6401,1,1/2/2011,0,0,0,0
6402,1,25/3/2016,0,0,0,0
6402,1,3/3/2016,0,0,0,0
6402,1,1/3/2016,0,0,0,0
6402,1,14/4/2015,0,0,0,212
6402,1,5/2/2015,0,0,0,0
6402,1,19/11/2013,0,0,0,190
6402,1,16/4/2013,0,0,0,0
6402,1,13/4/2013,0,1,0,0
6402,1,8/4/2013,0,0,0,0
6402,1,21/11/2012,0,0,0,184
6403,1,25/3/2016,0,0,0,0
6403,1,21/1/2016,0,0,0,460
6403,1,25/6/2015,0,0,0,0
6403,1,20/2/2015,1,0,0,11860
6403,1,19/2/2015,0,0,0,289
6403,1,13/2/2015,0,0,0,0
6403,1,11/2/2015,0,0,0,0
6403,1,7/2/2015,0,0,0,0
6403,1,12/12/2014,0,0,0,0
6403,1,12/5/2014,0,0,0,0
6403,1,8/4/2014,0,0,0,0
6403,1,10/1/2014,0,0,217,325
6403,1,4/7/2013,0,0,0,0
6403,1,15/6/2013,0,0,0,469
6403,1,25/5/2013,0,0,0,0
6403,1,10/5/2013,0,0,0,477
6403,1,30/4/2013,0,0,0,11824
6403,1,28/4/2013,0,0,0,0
6403,1,28/4/2013,0,0,0,0
6403,1,22/4/2013,1,0,0,0
6403,1,19/4/2013,0,0,0,0
6403,1,13/4/2013,0,0,0,0
6403,1,10/4/2013,0,0,0,0
6403,1,9/4/2013,0,0,0,0
6403,1,6/7/2012,1,0,0,0
6403,1,1/1/2012,0,0,0,0
6403,1,7/5/2011,0,0,0,0
6403,1,1/5/2011,0,0,0,0
6403,1,30/4/2011,0,0,0,0
6403,1,9/4/2011,0,0,0,35
6403,1,1/1/2011,0,0,0,0
6404,1,9/5/2015,0,0,0,0
6404,1,19/1/2015,0,0,0,0
6404,1,30/12/2014,0,0,0,0
6404,1,8/12/2014,0,0,0,0
6404,1,7/12/2014,0,0,0,0
6404,1,1/7/2014,0,0,0,0
6404,1,4/5/2013,0,0,0,0
6404,1,24/4/2013,0,0,0,0
6404,1,22/4/2013,0,0,0,0
6404,1,13/4/2013,0,0,0,0
6404,1,11/3/2013,0,0,0,0
6404,1,7/5/2012,0,0,0,0
6404,1,5/5/2012,0,0,0,0
6404,1,27/4/2012,0,0,0,0
6404,1,22/3/2012,0,0,0,0
6404,1,18/2/2012,0,0,0,0
6404,1,24/12/2011,0,0,0,0
6404,1,22/4/2011,1,0,0,0
6404,1,1/4/2011,1,0,0,0
6407,1,24/1/2014,2,0,0,0
6408,1,6/6/2013,0,0,0,0
6408,1,4/6/2012,3,0,0,0
6408,1,21/1/2014,0,0,0,600
6408,1,9/9/2013,0,0,0,0
6409,1,22/7/2016,0,0,0,0
6409,1,22/4/2015,0,0,0,10
6409,1,21/4/2015,0,0,0,6
6409,1,7/9/2013,0,0,0,0
6409,1,5/4/2013,1,0,0,0
6409,1,17/2/2012,0,0,0,7
6409,1,1/4/2011,0,0,0,0
6471,1,13/7/2016,0,0,0,0
6471,1,16/4/2016,0,0,0,0
6471,1,18/6/2015,0,0,0,0
6471,1,7/4/2015,1,0,0,0
6471,1,6/4/2015,0,0,0,0
6471,1,21/3/2015,0,0,0,0
6471,1,5/2/2015,0,0,0,0
6471,1,4/2/2015,0,0,0,0
6471,1,20/6/2014,1,0,0,0
6471,1,7/8/2013,0,0,0,0
6471,1,7/2/2012,0,0,0,0
6471,1,12/1/2012,0,0,0,0
6472,1,16/4/2016,0,0,0,0
6472,1,17/12/2015,1,0,0,0
6472,1,2/6/2015,1,0,0,0
6472,1,27/4/2015,0,0,0,0
6472,1,24/4/2015,0,0,1,0
6472,1,21/4/2015,0,0,0,0
6472,1,6/2/2015,0,0,0,0
6472,1,28/12/2014,0,0,0,0
6472,1,28/5/2014,0,0,0,0
6472,1,2/9/2013,0,0,2,0
6472,1,11/6/2013,0,0,0,0
6472,1,18/5/2013,0,0,0,0
6472,1,18/4/2013,0,0,0,0
6472,1,29/1/2013,0,0,0,0
6472,1,25/12/2012,0,0,0,0
6472,1,1/4/2012,0,0,0,0
6472,1,9/1/2012,0,0,0,0
6472,1,17/6/2011,0,0,0,0
6472,1,1/2/2011,0,0,0,0
6472,1,1/1/2011,0,0,0,0
6474,1,22/7/2016,0,0,0,0
6474,1,8/4/2013,0,0,0,0
6474,1,22/4/2012,0,0,0,0
6474,1,2/4/2012,0,0,0,0
6474,1,1/4/2012,0,0,0,0
6474,1,1/1/2012,0,0,0,18
6474,1,1/1/2012,0,0,0,21
6499,1,19/11/2014,0,0,0,0
6501,1,21/1/2015,0,0,0,0
6501,1,11/1/2015,0,0,0,0
6502,1,9/2/2015,1,0,0,2238
6504,1,18/1/2015,0,0,0,0
6504,1,16/5/2015,0,0,0,11
6504,1,18/1/2015,0,0,0,0
7101,1,4/2/2015,0,0,0,0
7101,1,16/8/2014,0,0,0,90
7101,1,12/8/2014,0,0,0,0
7101,1,16/3/2014,0,0,0,1530
7102,1,27/1/2013,0,0,0,250
7102,1,5/10/2011,1,0,0,0
7102,1,1/2/2011,0,0,0,0
7103,1,9/4/2013,0,0,0,0
7103,1,4/4/2012,0,0,0,0
7105,1,9/1/2015,0,0,0,0
7105,1,1/1/2013,0,0,0,0
7106,1,4/2/2015,0,0,0,1960
7108,1,18/6/2015,0,0,0,338
7108,1,22/3/2014,0,0,0,0
7108,1,26/1/2011,2,0,0,0
7109,1,15/5/2015,0,0,0,1000
7109,1,5/9/2011,0,0,0,0
7109,1,3/9/2011,0,0,0,0
7110,1,27/7/2016,0,0,0,0
7110,1,4/9/2013,0,0,0,400
7110,1,18/5/2012,0,0,3,0
7110,1,1/9/2011,0,0,0,0
7110,1,15/6/2011,0,0,0,0
7111,1,31/10/2013,0,0,0,0
7171,1,11/1/2015,0,0,0,4031
7171,1,15/11/2014,0,0,0,0
7171,1,10/1/2014,0,0,0,0
7171,1,2/10/2013,0,0,0,0
7171,1,15/6/2011,0,0,3,0
7202,1,10/8/2014,0,2,0,0
7202,1,15/6/2013,0,0,0,47
7202,1,1/8/2011,0,0,0,0
7203,1,8/6/2015,0,0,0,200
7203,1,28/4/2015,0,0,0,0
7203,1,8/8/2014,0,0,0,0
7203,1,25/7/2013,1,0,0,0
7203,1,23/7/2013,0,0,0,0
7203,1,6/7/2012,0,2,0,355
7203,1,24/1/2011,0,0,0,0
7204,1,21/4/2016,0,0,0,0
7204,1,20/4/2016,0,0,0,0
7204,1,1/5/2015,0,0,0,375
7204,1,16/11/2014,0,0,0,0
7204,1,8/7/2014,0,0,0,0
7205,1,13/9/2016,0,0,0,0
7205,1,19/6/2015,0,0,0,4
7205,1,17/6/2015,0,0,0,0
7205,1,10/1/2015,0,1,0,0
7205,1,16/1/2014,1,0,0,0
7205,1,8/1/2014,0,0,0,0
7205,1,14/12/2011,0,0,0,0
7205,1,14/10/2011,3,0,0,1
7206,1,13/9/2016,0,0,0,0
7206,1,10/1/2015,0,0,0,0
7206,1,12/7/2014,0,0,0,0
7206,1,14/6/2014,0,0,0,0
7206,1,25/7/2013,0,0,0,0
7206,1,24/5/2013,0,0,0,0
7206,1,2/12/2012,0,0,0,150
7206,1,2/3/2012,0,0,0,0
7207,1,21/1/2016,0,0,0,0
7207,1,21/2/2015,0,0,0,0
7207,1,1/12/2012,0,0,0,0
7208,1,16/6/2015,0,0,0,0
7208,1,24/11/2014,0,0,0,0
7208,1,13/7/2014,0,0,0,492
7208,1,18/1/2014,0,0,0,220
7208,1,13/1/2014,0,0,0,0
7208,1,30/5/2013,0,0,0,0
7208,1,28/5/2013,0,0,0,365
7208,1,10/5/2013,0,0,0,645
7208,1,18/4/2013,0,0,0,0
7208,1,12/4/2013,0,0,0,784
7208,1,25/8/2012,2,0,7,1424
7208,1,14/4/2012,1,0,0,100
7208,1,1/3/2012,0,0,0,0
7208,1,16/9/2011,0,0,0,0
7208,1,4/9/2011,0,0,0,0
7208,1,22/5/2011,0,0,0,0
7208,1,17/2/2011,0,0,0,0
7208,1,3/1/2011,0,0,0,0
7209,1,21/5/2015,0,0,0,0
7209,1,10/8/2014,0,0,0,160
7209,1,19/7/2014,0,0,0,3
7209,1,12/6/2014,0,0,0,0
7209,1,21/1/2012,0,0,0,0
7210,1,17/5/2016,1,0,0,45
7210,1,10/12/2014,0,0,5,0
7210,1,10/12/2014,0,0,5,0
7210,1,4/7/2014,0,0,0,0
7210,1,1/10/2013,0,0,0,429
7210,1,3/12/2011,5,1,0,634
7210,1,12/3/2011,0,0,0,0
7212,1,22/4/2016,0,0,1,780
7212,1,27/4/2015,0,0,0,0
7271,1,17/1/2014,0,0,0,30
7271,1,16/1/2014,0,0,0,0
7271,1,25/8/2012,2,4,0,101
7302,1,22/6/2014,0,0,0,0
7302,1,14/7/2013,0,0,0,0
7304,1,3/1/2015,0,0,0,0
7304,1,4/1/2013,0,0,0,0
7305,1,4/1/2015,0,0,0,0
7305,1,1/1/2013,0,0,0,0
7305,1,1/1/2011,0,0,0,0
7306,1,3/1/2015,0,0,0,0
7306,1,11/5/2014,0,0,0,0
7306,1,4/1/2013,3,1,0,0
7306,1,6/2/2011,0,0,0,0
7306,1,12/1/2011,0,0,0,0
7306,1,11/1/2011,1,0,0,0
7307,1,1/1/2013,0,0,0,0
7307,1,1/2/2011,0,0,0,0
7308,1,4/1/2013,1,0,0,0
7309,1,16/1/2014,0,0,0,0
7309,1,4/1/2013,0,0,0,0
7309,1,1/4/2011,0,0,0,0
7310,1,20/12/2015,0,0,0,0
7310,1,23/1/2015,0,0,0,0
7310,1,2/1/2015,0,0,0,0
7310,1,14/1/2014,0,0,0,0
7310,1,1/1/2013,0,0,0,0
7311,1,25/6/2014,1,0,0,0
7311,1,24/6/2014,1,0,0,0
7311,1,24/5/2014,0,0,0,0
7311,1,12/5/2014,1,0,0,0
7311,1,14/7/2013,0,0,0,0
7311,1,13/6/2013,0,0,0,0
7311,1,1/7/2012,0,0,0,0
7311,1,21/3/2011,0,0,0,0
7312,1,16/7/2016,0,0,0,0
7312,1,15/7/2013,0,0,0,0
7312,1,4/1/2013,0,0,0,0
7312,1,1/7/2012,0,0,0,0
7313,1,29/5/2016,0,0,0,0
7313,1,21/5/2016,0,0,0,0
7313,1,19/4/2016,0,0,40,0
7313,1,12/2/2016,0,0,0,0
7313,1,11/2/2016,0,0,0,0
7313,1,4/6/2015,0,0,0,53
7313,1,20/5/2015,0,0,0,0
7313,1,5/1/2015,0,0,0,0
7313,1,3/6/2014,2,0,0,515
7313,1,26/5/2014,0,0,0,0
7313,1,21/1/2014,0,0,0,0
7313,1,15/1/2014,0,0,0,480
7313,1,15/7/2013,2,0,0,0
7313,1,6/7/2012,0,0,0,0
7314,1,4/6/2015,0,0,0,0
7314,1,24/12/2014,0,1,0,0
7314,1,15/7/2013,0,0,0,0
7314,1,1/7/2012,0,0,0,0
7315,1,15/7/2016,0,0,0,0
7315,1,9/6/2015,0,0,0,0
7315,1,7/4/2014,0,0,0,0
7315,1,31/12/2013,0,0,0,0
7315,1,11/7/2013,0,0,0,0
7315,1,10/7/2013,0,0,0,0
7315,1,1/12/2012,0,0,0,0
7315,1,1/7/2012,0,0,0,0
7315,1,4/4/2012,0,0,0,0
7315,1,1/5/2011,0,0,0,0
7315,1,23/3/2011,0,0,0,0
7316,1,8/6/2015,0,0,0,0
7316,1,8/6/2015,0,0,0,0
7316,1,26/7/2013,0,0,0,0
7316,1,1/7/2012,0,0,0,0
7317,1,1/8/2016,0,0,0,0
7317,1,26/5/2016,0,0,0,0
7317,1,12/4/2016,0,0,0,0
7317,1,2/3/2016,0,0,0,0
7317,1,29/2/2016,0,0,0,500
7317,1,26/2/2016,0,0,0,400
7317,1,2/6/2014,0,0,0,0
7317,1,24/7/2013,0,0,0,0
7317,1,6/6/2013,0,0,0,0
7317,1,26/4/2013,0,0,0,0
7317,1,6/7/2012,1,0,0,6030
7317,1,24/5/2012,0,0,0,0
7317,1,20/4/2011,0,0,0,0
7318,1,1/1/2013,0,0,0,0
